date,user,tweet,rt,fav,followers,verified,label
2022-07-07 14:02:08+00:00,kursadbucak,"#ekgyo 
Portföye ekliyorum 
Hayırlı bereketli olsun inşallah",5,502,156030,False,
2022-07-07 13:36:46+00:00,kursadbucak,"Hisse Senedi Dağılımımım 
#EREGL %46.43
#TUPRS %21.47
#BIMAS %12.1
#KRDMD %9.36
#ULKER %10.64",34,1131,156030,False,
2022-07-07 11:06:11+00:00,finansanalizz,Ereğli Yatırımcıları için Kritik Haber! Bank of America #EREGL için hedef fiyatını 18.00 TL'ye düşürdü.,5,52,161588,False,
2022-07-07 10:39:51+00:00,zeynepxaktas,"Kurumların #EREGL tahminleri hakkında ne düşünüyorsunuz. En düşük tahmin 18 TL. Bir üzerinde 22,55 TL var. Onun üzerinde 31,58 var. Bir üstü üstü 32 TL. Onunda zerinde 42,90 var. Onun da üzerinde 44,70 TL var. 

EREGL 26,16 TL'den işlem görüyor. Ne düşünüyorsunuz?",58,1291,182618,False,
2022-07-07 10:01:47+00:00,ofegin,"#Ekgyo piyasa düşerken güçlü hareket etmiş. 291 üzerinde bu atağa devam etmesi beklenir. 
#Gyo lar güçlü trendlerine devam ediyorlar.",5,208,105853,False,
2022-07-07 09:49:20+00:00,ForeksTurkey,"HSBC'nin 
#TAVHL için tavsiyesi ""al"", hedef fiyatı 61,10 TL
#MAVI için tavsiyesi ""al"", hedef fiyatın 72,00 TL",2,52,411900,False,
2022-07-07 08:40:57+00:00,ofegin,"#XU100 Şimdilik 2425e kadar tepki yapabildik. Hisse seçimleri çok önemli! 
#Tuprs #Eregl #Krmd endeksi aşağı çekiyorlar...

Yan hisseleri daha marjlı ve güvenli buluyorum.",5,252,105853,False,
2022-07-07 07:41:18+00:00,kursadbucak,"#bimas 
Portföyüme ekliyorum 
Bereketli olsun inşallah",14,779,156030,False,
2022-07-07 07:33:40+00:00,Piri_KAPTAN,#ALKIM #ASELS #CMBTN #EGGUB #GUBRF #ISGSY #TCELL #TOASO #YKBNK Günlüklerinde PU oluşumu mevcut olanlar. Bir tepkisel hareket gelme ihtimalleri olabilir. 🤔,9,251,135214,False,
2022-07-07 06:59:36+00:00,kursadbucak,"🚨HSBC, Ereğli ve Kardemir için tavsiyelerini korudu, fiyat hedeflerini aşağı yönlü revize etti. Yayımlanan rapora göre göre hisseler için AL tavsiyeleri korunurken
Ereğli için hedef fiyat 42,50 TL'den 32,00 TL'ye, Kardemir için 20,00 TL'den 13,00 TL'ye düşürüldü.
#krdmd #eregl",10,350,156030,False,
2022-07-07 04:53:13+00:00,ForeksTurkey,"HSBC, 
#ULKER HF 24 TL'den 22 TL'ye indirdi
#AEFES HF 40 TL'den 41 TL'ye yükseltti
#CCOLA HF 154 TL'den 162 TL'ye yükseltti
#KRDMD HF 20 TL'den 13 TL'ye indirdi
#EREGL HF 42,5 TL'den 32 TL'ye indirdi",18,115,411900,False,
2022-07-06 19:05:20+00:00,kursadbucak,"Bugün devam ettirdiğim alımlarla alım hisse maliyetlerim;
#eregl 26,18
#tuprs 245,1
#krdmd 10,50
#ulker 14,25",58,1089,156030,False,
2022-07-06 16:53:20+00:00,ibrahim___ethem,"Şişecam #sise 
📍Bugün 20,76₺ ortalama ile 1.987.900 lot geri alındı.
🧘‍♂️Patron çıldırmış.",34,903,136874,False,
2022-07-06 16:00:50+00:00,ibrahim___ethem,"#xu100 güncel ağırlık sıralaması:
📍#EREGL %7,61
📍#THYAO %5,54
📍#SISE %5,34

🧘‍♂️Bist 100’de ilk 3 hissenin ağırlığı 18,49 oldu. Endekse hükmediyorlar.",17,366,136874,False,
2022-07-06 10:24:05+00:00,zeynepxaktas,"05.07.2022 tarihinde geri alım yapan şirketler
#INVEO 50,000 adet 
#GEDIK 25,000 adet 
#SAHOL 1,000,000 adet 
#AYDEM 300,000 adet 
#VERUS 5,717 adet geri 
#SISE 1,135,510 adet 
#ALARK 46,500 adet 
#MPARK 93,587 adet geri alım yaptı.",11,310,182618,False,
2022-07-06 09:11:27+00:00,kursadbucak,"#tuprs portföyüme ekledim 
Allah utandırmasın hayırlı bereketli kazançlar sağlamamızı nasip etsin",14,921,156030,False,
2022-07-06 08:17:35+00:00,kursadbucak,"#krdmd portföyüme ekledim 
Allah utandırmasın",23,1096,156030,False,
2022-07-06 06:46:34+00:00,ForeksTurkey,"BofA Securities, 
#VAKBN HF 4,10 TL'den 4,00 TL'ye indirdi, tavsiyesini ""endeksin altında getiri"" olarak korudu
#HALKB HF 4,20 TL'den 4,90 TL'ye çıkardı, tavsiyesini ""endeksin altında getiri"" olarak korudu
#ISCTR HF 4,16 TL'den 5,25 TL'ye çıkardı, tavsiyesini ""nötr"" olarak korudu",3,42,411900,False,
2022-07-05 17:50:03+00:00,ibrahim___ethem,"Esenboğa Elektrik #ESEN,
📍 Ford’un #FROTO Kocaeli Yeniköy Tesisleri Kaynak Binası'na 3,6 MW gücünde Anahtar Teslim Çatı ve Cephe Öztüketim Güneş Enerji Santrali yapacak.
📍Sözleşme Bedeli KDV hariç 2.655.000 Euro.
(46.547.991 TL+KDV)",23,378,136874,False,
2022-07-05 15:29:38+00:00,ibrahim___ethem,"Hektaş #HEKTS, 
📍Bugün Malezya'da kurulu Boustead Holdings Berhad ile gıda güvenliği başta olmak üzere emtia ticareti alanında işbirliği yapılmasına yönelik bir mutabakat metni imzalandı.

🧘‍♂️Boustead Holdings Berhad, Malezya’nın en eski holdinglerinden biri. Malezya’nın Koç’u 💵",45,537,136874,False,
2022-07-05 14:05:44+00:00,ForeksTurkey,"Ak Yatırım, Koç Holding'i model portföyünden çıkardı #KCHOL",1,46,411900,False,
2022-07-05 13:55:49+00:00,kursadbucak,"#eregl Portföyüme ekledim 
Kararım yanlış olabilir. 
Allah hayırlı bereketli kazançlar nasip etsin",25,2117,156030,False,
2022-07-05 11:27:03+00:00,arifcoskun05,"Saat 15.00 sonrası donat donat sağdan soldan yukardan aşağıdan ve artı kapat gölgelerin gücü adına #eregl nin 200 günlük ortalamasının gücü adına
Endeksi tut ve kaldır düştüğü yerinden
#xu100 #borsa",20,1149,204322,False,
2022-07-05 10:50:03+00:00,kursadbucak,#sasa'daki hareketler açıkları shortçuları kapatmak için bir atak gibi geldi...Bakalım gün sonu nasıl olacak,5,296,156030,False,
2022-07-05 10:22:09+00:00,kursadbucak,"#hekts sarkar #sasa sarkar, #hekts kalkar #sasa kalkar 
Yeni tekerlememiz 😂😂",9,715,156030,False,
2022-07-05 07:30:40+00:00,kursadbucak,#hekts devre kesti,3,355,156030,False,
2022-07-05 06:53:27+00:00,ibrahim___ethem,"Aselsan #ASELS,
📍Uluslararası bir müşterisi ile savunma sistemleri ihracatı ile ilgili 24,5 milyon dolarlık satış sözleşmesi imzaladı.",12,326,136874,False,
2022-07-04 19:44:01+00:00,zeynepxaktas,Şimdi son temettü verimi tablosunu yayınlayacağım. #EREGL ve #TTKOM'un temettü verimi politika faizinin üzerinde.,17,1017,182618,False,
2022-07-04 17:31:28+00:00,ASIM_YALCINKAYA,"Malum 3 site taraması SALI
GÜÇLÜ AL &amp; AL+NÖTR sinyalli #Bist hisseleri
#OZKGY 6,2 #PRKME 6,28
#MNDRS 3,58 #NATEN 69,1
#AYDEM 9,4 #DYOBY 12,75
#BLCYT 15,18 #KOZAL 196,5
#KERVT 5,54 #PNLSN 13,2
#DERHL 8,78 #KIMMR 3,67
#OYAKC 13,1 #BOBET 6,71
#INFO 10,85 #ECILC 10,53
Kendime Not YTD",6,126,138760,False,
2022-07-04 17:12:35+00:00,ibrahim___ethem,"#SAHOL
📍Bugün 500.000 lot,18,95₺ ortalama ile şirket tarafından geri alındı.
📍Böylece üst üste 9.işlem gününde de şirket geri alım yapmış oldu.
🧘‍♂️Geri alımlar 3 aydır 18-19-20₺lerden yapılıyor.Sahol’un hareketi için %40,75 pay sahibi olduğu akbank’ın da biraz kıptaşması gerek",6,311,136874,False,
2022-07-04 15:42:08+00:00,ibrahim___ethem,"#HEKTS
📍Organomineral gübre üretimine yönelik olarak kiralanan ve halihazırda gübre üretimlerine devam eden Adana Hacı Sabancı OSB’deki 20.064,07 m2 taşınmazı,satın almak için gerekli işlemlere başlanılması ve  değerleme yaptırılması hususunda Genel Müdürlüğe yetki verdi.",20,436,136873,False,
2022-07-04 14:58:30+00:00,kursadbucak,#krdmd devre kesti,2,252,156030,False,
2022-07-04 12:24:45+00:00,Piri_KAPTAN,#EREGL müdavimlerine hatırlatmamdır. Dünya çelik fiyatları grafiğini ve hisse grafiğini birlikte düşünün. Bu oluşum birkaç ay alabilir. Ama takibimde olacak bu toparlanmayı grafik üzerinde gördükten sonra maliyet yapmaya başlayacağım ve portföyümün en az 1/2 sini oluşturacak. 😌,35,921,135214,False,
2022-07-04 11:51:49+00:00,PHOENIX07_,"Ayrıca vadelisi olan kontrat tarafı da olan #Ekgyo #Tskb #Oyakc #Kozal vb hisseler için hareketler daha agresif yerine göre terste bırakacak hareketler de olabilir/olacak da. İşin bu tarafını da göz aldı etmeyin 👍👍👍

ytd",11,379,120450,False,
2022-07-04 11:33:33+00:00,ForeksTurkey,"Garanti Yatırım, Pegasus için hedef fiyatını 145,30 TL'den 255,00 TL'ye yükseltirken, tavsiyesini ""endeksin üzerinde getiri"" olarak korudu #PGSUS",4,55,411900,False,
2022-07-04 11:07:29+00:00,ForeksTurkey,"Bank of America, Erdemir için tavsiyesini ""al""dan ""endeksin altında getiri""ye indirdi #EREGL",31,544,411900,False,
2022-07-04 09:30:13+00:00,kursadbucak,"#bist30 
Eğer çok maliyetli olmayacaksa 2698 üstüne atabilir misin sipirmin ?😂😂",4,377,156030,False,
2022-07-04 05:08:43+00:00,ibrahim___ethem,"#TOASO’nun 22 yıldır ürettiği Doblo, İspanya’daki Stellantis fabrikasına transfer olmuştu.
📍Geçen hafta yapılan görüşmeler sonucunda,2025 yılından itibaren başlayacak şekilde binek ve ticari olmak üzere 3 yeni hibrit ve elektrikli model için anlaşma sağlandı.

{Kaynak-Dünya}",31,665,136873,False,
2022-07-03 20:29:18+00:00,PHOENIX07_,"#Xbank Bankacılık sektöründe #Vakbn #Halkb #Akbnk ile #Tskb de orta vade takipte olacak önceliklilerden.
Bunlarda duruma göre öne alacağız banka olacak👍👍👍
ytd.",23,459,120450,False,
2022-07-03 20:20:02+00:00,PHOENIX07_,"#Gyo lardan #Ekgyo ile #Vkgyo daha öncede vurguladığım. Grafikleri mevcut

ytd..",31,549,120450,False,
2022-07-03 20:16:55+00:00,PHOENIX07_,"#Holdingler den şu anlık iki favori hissem var. Teknik oluşum ve ucuzluk olarak #AGHOL ve #Tkfen
Grafikleri mevcut
ytd...",42,667,120450,False,
2022-07-03 20:08:40+00:00,PHOENIX07_,"Endeks de özellikle yan tahtalarda net para girişi oldu. 
Ciddi poz aldılar ve son 1 hafta gördüğüm kadarıyla stop patlatıp son kredilileri patlattılar.
Özellikle #XU030 kağıtlarında ağustos gibi büyük hareket başlatsalar daha iyi olacaktır. Çünkü piyasada ki para kısıtlı.

ytd..",17,484,120450,False,
2022-07-03 14:59:39+00:00,ASIM_YALCINKAYA,"Malum 3 site taraması PAZARTESİ
GÜÇLÜ AL &amp; AL+NÖTR sinyalli #Bist hisseleri
#PEKGY 1,22 #DENGE 1,8
#NATEN 68,45 #AYDEM 9,52
#DYOBY 12,5 #TUPRS 268,5
#MAVI 52 #KIMMR 3,58
#DERHL 8,71 #GENTS 5,39
#PNLSN 13,3 #HTTBT 15,5
#OYAKC 12,74 #INFO 10,76
#ECILC 10,19 #PGSUS 184
KendmeNot YTD",12,176,138760,False,
2022-07-03 07:55:05+00:00,zeynepxaktas,Bugün biraz şirket grafikleri üzerinden içerisinde bulunduğumuz durumu analiz etmeye çalışacağım. İlk yayınlayacağım grafik #TOASO.,7,886,182619,False,
2022-07-02 11:05:14+00:00,ASIM_YALCINKAYA,"en UCUZ #BIST 100 #hisse'leri
#SAHOL 19,05&gt;45,3
#INDES 7,78&gt;18,3
#VESTL 23,94&gt;56
#BUCIM 2,35&gt;4,86
#GOZDE 8,04&gt;15,98
#ALGYO 31,56&gt;59,5
#EREGL 27,06&gt;48,4
#KRDMD 11,29&gt;19,2
#CIMSA 33,8&gt;57,3
#PETKM 8,84&gt;14,8
#TRGYO 8,04&gt;12,9
#ODAS 2,89&gt;4,58
FKO DD FAVÖK son verilerle
Kendime Not YTD",65,485,138760,False,
2022-07-01 19:35:23+00:00,zeynepxaktas,"Daha detay tablolara sonra bakarız ama genel bazda 
#XU100 altı ayda +%31,55
#XU030 altı ayda +%31,79
#XU050 altı ayda +%31,14 
yükseldi.",1,230,182619,False,
2022-07-01 13:43:21+00:00,ForeksTurkey,"Halk Yatırım, Vakıfbank ve Mavi'yi model portföyünden çıkarırken, buradan gelen ağırlıkları %10 Arçelik, %10 Ford Otosan ve %5 Tüpraş olarak dağıttı
#VAKBN #MAVI #ARCLK #FROTO #TUPRS",0,58,411900,False,
2022-07-01 12:24:33+00:00,kursadbucak,"#bist30 
2670'i de alır mısın sipirmin ?😂😂",2,212,156030,False,
2022-07-01 12:00:51+00:00,kursadbucak,Haziran vade başında 110 puan olan #bist30 teorik ve #viop30 arası marj bu vadede 60 puana kadar düştü. Peki yedik pala en güçlü sensin 😂😂,3,228,156030,False,
2022-07-01 07:59:31+00:00,ForeksTurkey,"TEB Yatırım, 
#AKBANK hedef fiyatını 12,84 TL'den 13,73 TL'ye yükseltti, ""al"" tavsiyesini korudu
#YKBNK HF 6,90 TL'den 8,47 TL'ye yükseltti, tavsiyesini ""Al"" olarak korudu
#VAKBN HF 5,62 TL'den 4,53 TL'ye indirdi, tavsiyesini ""tut"" olarak korudu",2,50,411900,False,
2022-07-01 07:50:35+00:00,ForeksTurkey,"TEB Yatırım, #VESTL, #KRDMD ve #TOASO'yu model portföyünden çıkarırken, #CCOLA ve #TKFEN'i model portföyüne ekledi",3,81,411900,False,
2022-07-01 06:43:20+00:00,kursadbucak,"#kozal'da vadeli tabana gitti, şimdi yukarı çiziyorlar. Spot tavan görünüyor. İzlemek daha mantıklı spotu açılışa yakın basabilirler. Dikkatli olun",6,441,156030,False,
2022-07-01 05:57:01+00:00,ForeksTurkey,"İş Yatırım, 
#THYAO için hedef fiyatını 53,85 TL'den 74,20 TL'ye yükseltirken, ""al"" tavsiyesini korudu
#PGSUS için hedef fiyatını 163,75 TL'den 251,95 TL'ye yükseltirken, tavsiye ""al"" 
#TAVHL için hedef fiyatını 59,40 TL'den 79,30 TL'ye yükseltirken, tavsiye ""al""",39,528,411900,False,
2022-06-30 17:48:24+00:00,temettuhisse,#KOZAL 2016-2021 için geçmişe dönük temettü ödeme kararı aldı. 2.7 milyar TL brüt temettü ödeyecek 🚀 %10 temettü verimi!,31,685,156941,False,
2022-06-30 17:15:59+00:00,ibrahim___ethem,"#KOZAL,
📍Geçmiş 6 yıla ait net dağıtılabilir kârın %30unu dağıtmaya karar verdi. 
📍Hisse başı 17,54₺(brüt) temettüyü,7 Temmuz tarihinde dağıtacak.

🧘‍♂️Kozal için temettü büyük bir hikayeydi,oran zayıf kaldı. 
Ancak çok geç de olsa adım atılması iyi.Bedelsiz de gelse güzel olur.",12,468,136873,False,
2022-06-30 12:33:05+00:00,Piri_KAPTAN,"Analizlerimizden #XU100 #gesan #angen #eregl #krdmd #usak yükselişte, #AGHOL #ASUZU #klkım uyuşuk uyuşuk durmayın tam zamanı...
Morale ihtiyaçları var seyirci üstünlüğü avantaj olur. 😊",9,237,135214,False,
2022-06-30 12:01:32+00:00,kursadbucak,"#bist30 AKD'lerine baktığımda genel itibariyle Diğer Alanlar en güçlü satıcı veya ikinci sırada...
Açıkçı küçük yatırımcıyı iştahlandırmışlar gibi 😂😂",1,197,156030,False,
2022-06-30 11:43:34+00:00,kursadbucak,#bist30 spot 2595 üzeri güzel bir hareket gelir mi acaba ?🤔,3,328,156030,False,
2022-06-30 09:03:35+00:00,erhanhasmaden,#EREGL #TOASO #TCELL geri alım programına başlamışsınız acaba sizde? Malum enflasyonist ortam var !!,2,174,101070,False,
2022-06-30 07:11:13+00:00,ForeksTurkey,"Yatırım Finansman, Emlak Konut GYO için hedef fiyatını 5,20 TL olarak belirledi, tavsiyesini ""Endeksin Üzerinde Getiri"" olarak sürdürdü #EKGYO",2,52,411900,False,
2022-06-30 07:10:21+00:00,ForeksTurkey,"Morgan Stanley, BİM için hedef fiyatını 80 TL'den 121 TL'ye yükseltti, tavsiyesini ""eşit ağırlık"" olarak sürdürdü  #BIMAS",4,69,411900,False,
2022-06-29 16:25:07+00:00,ibrahim___ethem,"Borsa İstanbul’un zor gününde yüklü geri alım yapan şirketler:
📍#şişe 21,11₺ ortalama ile 950.000 lot geri alındı.
📍#sahol 19,85₺ ortalama ile 500.000 lot geri alındı.",28,773,136875,False,
2022-06-29 14:59:40+00:00,kursadbucak,#kozaa devre kesti...,1,150,156030,False,
2022-06-29 14:55:51+00:00,kursadbucak,#sahol devre kesti,1,242,156030,False,
2022-06-29 14:40:46+00:00,kursadbucak,#kozal devre kesti,1,140,156030,False,
2022-06-29 14:39:56+00:00,kursadbucak,#krdmd devre kesti...,1,253,156030,False,
2022-06-29 14:20:52+00:00,kaanbey2002,"#kchol  #ASELSAN devre kesti 
Endeks -2.44
Viop -2.60
Emeği geçenlere saygılar",4,372,102195,False,
2022-06-29 14:17:08+00:00,kursadbucak,#asels devre kesti,2,224,156030,False,
2022-06-29 14:16:50+00:00,kursadbucak,#kchol devre kesti...,2,180,156030,False,
2022-06-29 11:41:44+00:00,kursadbucak,#bist30 AKD'lerine baktığımda genel itibariyle Diğer Alanlar en güçlü alıcı veya ikinci sırada...,5,279,156030,False,
2022-06-29 10:29:45+00:00,ForeksTurkey,"Goldman Sachs'ın Arçelik için hedef fiyatı 61,50 TL, tavsiyesi ""Sat"" #ARCLK",5,138,411900,False,
2022-06-29 09:05:42+00:00,Piri_KAPTAN,#EREGL #KRDMD Takibimde. Sert düşüşlerine rağmen gPU oluşumu nedeniyle izliyorum. 😌,8,517,135214,False,
2022-06-28 14:40:32+00:00,kursadbucak,#kozaa ve #tekfen devre kesti,4,271,156030,False,
2022-06-28 14:27:18+00:00,kursadbucak,#pgsus devre kesti,3,185,156030,False,
2022-06-28 14:22:48+00:00,kursadbucak,#krdmd devre kesti...,2,238,156030,False,
2022-06-28 07:29:22+00:00,zeynepxaktas,"#TKFEN - Ali Nihat Gökyiğit tarafından 22.90 - 23.16 TL fiyat aralığından 209,822 TL nominal değerli pay satış işlemi gerçekleştirilmiştir.
#UZERB - Ayşe Lalehan Erem Tokcan tarafından 38.52 TL fiyattan 1,000 TL nominal değerli pay satış işlemi gerçekleştirilmiştir.",2,199,182621,False,
2022-06-28 07:07:58+00:00,ibrahim___ethem,"#ARCLK Arçelik, 
📍ABD’li beyaz eşya üreticisi Whirlpool’un Rusya’daki üretim ve eski Sovyet ülkelerindeki satış ve pazarlama faaliyetlerini azami 220 milyon Euro’ya satın almak için anlaşma imzaladı.
📍""Stinol” markası ve ""Indesit"", ""Hotpoint"" grubu markaları transfer olacak.",8,336,136875,False,
2022-06-27 20:38:50+00:00,Sacro_Trade,"#isdmr #eregl artık alınacak kıvama gelmiş arkadaslar.

Yavas yavas ufak ufak diyorum :)
Falan filan",14,685,115684,False,
2022-06-27 15:10:03+00:00,ibrahim___ethem,"#TKFEN’in kurucularından olan 97 yaşındaki onursal başkan Ali Nihat Gökyiğit bugün 22,90₺-23,16₺ aralığından 209.822 lot sattı. Böylece kendi adına ve adını taşıyan holding adına olan paylarının oranı %15,70’e düştü.",6,247,136875,False,
2022-06-27 14:13:02+00:00,ForeksTurkey,"HSBC, 
#AKBNK için hedef fiyatını 10,20 TL, tavsiyesini ""tut"" olarak korudu
#GARAN hedef fiyatını 17,20 TL'den 15,50 TL'ye indirirken, tavsiyesini ""tut"" olarak korudu
#ISCTR hedef fiyatını 4,41 TL'den 5,30 TL'ye yükseltirken, tavsiyesini ""tut"" olarak korudu",2,44,411900,False,
2022-06-27 10:25:04+00:00,arifcoskun05,Sürekli işlem yapmaktan vazgeçmediğiniz ama hep zarar ettiğiniz bir tahta yazın #kozal benim herhalde,7,681,204322,False,
2022-06-27 09:34:58+00:00,ibrahim___ethem,"Turkcell #TCELL ‘in bağlı ortaklığı Turkcell Finansman A.Ş, 1 milyar lira başlangıç sermayeli açık/elektronik/servis modeli bankacılığı hizmeti vereceği dijital banka kuruyor. BDDK’ya faaliyet izni başvurusu yapılacak.",7,188,136875,False,
2022-06-27 09:04:54+00:00,ibrahim___ethem,"BDDK düzenlemesinin ardından şirketler açıklamalara başladı. Şu ana kadar;
#BIMAS
#KARSN 
#ITTFH 
#USAK 
#SELVA 
#IMASM 
#TRILC 
#ATATP 
bizi etkilemeyecek dedi.

#AYEN ise “enerji şirketlerinde varlık kadar yükümlülük de çok.₺ krediye erişimimiz kısıtlanmamalı” dedi.",12,212,136875,False,
2022-06-26 14:22:07+00:00,ibrahim___ethem,"Şişecam #sise
📍2022 ilk 3 ayda 1.4 milyon ton cam,1.2 milyon ton soda külü,1 milyon ton endüstriyel hammadde üretti ve 1.2 milyar liralık yatırım yaptı.
📍Şişecam’ın soda külü üretim kapasitesinin 2027 yılında 10 milyon tona ulaşması ve bu alanda dünya lideri olması bekleniyor.”",52,1033,136875,False,
2022-06-26 09:20:27+00:00,ASIM_YALCINKAYA,"Net SATIŞ'la📉açılacağı beklenen
PAZARTESİ  için GÜÇLÜ AL listesi
#SAHOL 20,62 #DESPC 10,69
#GOODY 11,18 #PNSUT 29,38
#BNTAS 4,01 #AKCNS 21,7
#ORGE 8,63 #KCHOL 40,9
#AKSGY 3,26 #TEKTU 1,71
#EGPRO 35,58 #BMSCH 8,57
#SELGD 4,7 #MOBTL 1,81
#OTKAR 442 #CUSAN 10,4
Kendime Not, YTD",15,196,138761,False,
2022-06-25 09:54:28+00:00,ASIM_YALCINKAYA,"#INDES 8,45&gt;19,1
#VESTL 25,54&gt;56,6
#SAHOL 20,62&gt;45,4
#GOZDE 7,82&gt;15,9
#EREGL 27,86&gt;50,9
#ESEN 33,2&gt;60,2
#CIMSA 34,72&gt;60,1
#ALGYO 33,36&gt;57,4
#PETKM 9,5&gt;15,6
#ARDYZ 5,32&gt;8,62
#KRDMD 12,66&gt;19,65
#EKGYO 2,6&gt;3,98
FKO DD FAVÖK son verilerle
en UCUZ #BIST 100 #hisse'leri
Kendime Not YTD",41,354,138761,False,
2022-06-24 17:42:00+00:00,morhipopotam,"Türkiye’de iç hat uçuşlarında tavan fiyat 899 TL’den 1000 TL’ye yükseltilmiş
 #thyao",0,5,108084,False,
2022-06-24 10:43:51+00:00,kursadbucak,#tavhl devre kesti...,2,248,156030,False,
2022-06-24 08:37:51+00:00,kursadbucak,"Endeks rakamı 2540, #bist30'da hisselerin bir kısmı  2240'da seyrediyor...",2,365,156030,False,
2022-06-23 16:32:56+00:00,SelimKMD,"#ASELS ASELSAN'a Bu Başlık Altında en güzel Şiiri yazan Takipçimize:

Cemil MERİÇ - Bu Ülke
Ahmet ARSLAN - Bir Ömür Düşünmek

Kitaplarını hediye edeceğim

Seçim Kurulu 
🔽
Karagülle Bey: @mkaragulle1 
Şeva Hanım: @____sheva____ 
Tarık Bey:  @ProfessorTrk 
Pat'a Hanım: @yorumlayn",9,195,108734,False,
2022-06-23 15:47:20+00:00,ibrahim___ethem,"#SAHOL endeksin zor gününde 1 milyon lot 19,99₺ ortalama ile şirket tarafından geri alındı. 
Böylece 17.11.2021’den beri geri alınan lot sayısı 50.707.028 oldu.",8,404,136875,False,
